1,5	63123823620000
1,4,5,6,7,8,9,10,11,13,28	63123841560000
1,14	63123889920000
1,14	63123925920000
1,4	63124310220000
1,4	63124312920000
1,4	63124346220000
1,4	63124348920000
1,11	63124464420000
1,22	63124472160000
1,11	63124507620000
1,22	63124515360000
1,14	63124649460000
1,4,5,6,9,10,11,13	63124661880000
1,14	63124692660000
1,4,5,6,9,10,11,13	63124697880000
1,4	63124901640000
1,13,6,15	63124910880000
32,1	63124924980000
1,4	63124944840000
1,13,6,15	63124946880000
32,1	63124960980000
1,14	63125093580000
1,14	63125136780000
33,34	63090029280000
33,35,36,14	63090040920000
33,35	63091155480000
33,37	63091156560000
33,19	63091409640000
33,19	63091576200000
33,14	63094695840000
33,38	63095538060000
33,38	63095552520000
33,36	63096050580000
33,19	63098055480000
33,19	63098463780000
33,37	63098495100000
33,14	63098930520000
33,19	63099616260000
33,19	63099686460000
33,35	63100886580000
33,35	63100970640000
33,14	63101001060000
33,19	63101004480000
33,39	63101440440000
33,19	63102093660000
33,19	63102110880000
40,33,19	63102201420000
33,14	63102210360000
33,14	63102530880000
33,1	63102531420000
33,14	63102539040000
41,42,35,33	63102545340000
33,2,3,43	63103064940000
33,3	63103216920000
33,19	63103227240000
33,19	63103303440000
33,36	63103336740000
40,33	63104631840000
40,33	63104638920000
33,39	63104975520000
33,36	63105049260000
33,36,14	63105129600000
33,35	63105583800000
33,35	63105736320000
33,35	63105751620000
33,44	63105815040000
33	63105840960000
33,37,45	63105846900000
33,36	63105916260000
33,19	63105929640000
33,34	63106171560000
33,37	63106263840000
33,46	63106358460000
33,2,26	63106359480000
33,46	63106697220000
33,34	63106787340000
33,36	63107125140000
33,14	63107629980000
33,19	63107922180000
33,35	63107970120000
33,19	63108090180000
33,35	63108142440000
33	63108145320000
33,19	63108757020000
33,45	63109125780000
33,35	63109187160000
33,45	63109468440000
33,14	63110525400000
33	63110940960000
33	63110942400000
33,14	63110943900000
33,14	63110955660000
33,35	63111030600000
33,19	63111203880000
33,44	63111850440000
40,33,14,39	63111885120000
33,14	63111973680000
33,14	63112219080000
33,14	63112234200000
33,39	63112394220000
33,19	63112836960000
33,1	63113153160000
33,14	63113462160000
33,14	63113462220000
33,14	63113542440000
33,37	63113612160000
33,14	63114050160000
33,35	63114051300000
33,35	63114053460000
33,14	63114105420000
33,14	63114135780000
33,36	63114152700000
33,39	63114192840000
33,34	63114221400000
33,37	63114221520000
33,36	63114739800000
33,35	63114795720000
33,36	63114798300000
33,19	63114821460000
33,37	63114908280000
33	63114938640000
33,38	63115102680000
33,36	63115497660000
33,42,39	63115882620000
33,35	63116003580000
33,37	63116012880000
33,39	63116041740000
33,19	63116041860000
33,19	63116042040000
33,39	63116467560000
33,45	63116612640000
33,45	63116613840000
33,45	63116621880000
33,35	63117004500000
33,35	63117041400000
41,3,33	63117061200000
33,37	63117076260000
33,37	63117139440000
33,37,45	63117389760000
33,45	63117405180000
33,35	63117646140000
33,35	63117682020000
33,45	63117733560000
33,45	63117819180000
33,19	63117924180000
33,19	63117927540000
33,19	63117931200000
33,14	63118278840000
33,14	63118460400000
33,14	63118508760000
33,35	63118809000000
33,14	63118809720000
33,14	63118811400000
33,14	63118860660000
33,35,37	63118983180000
33,19	63118983480000
33,14	63118985100000
33,14	63119472960000
33,39	63119547780000
33,39	63119563500000
33	63119595840000
33,35	63119719380000
33,35	63119728020000
33	63120183060000
33,14	63120273420000
33,42	63120324480000
33,14	63120694920000
33,35	63120756000000
33,35	63120807480000
33,37	63120856500000
33,47	63121033920000
33,37,45	63121301820000
33	63121486560000
33,14	63121574160000
48,33	63121968960000
48,33	63121984020000
33,35	63122056260000
33,37	63122067240000
33,34	63122245020000
48,33	63122451300000
33,37	63122570820000
33,34,35	63122571000000
33,35	63122660160000
48,33	63122668980000
48,33	63122683620000
33,37	63122763660000
33,34,35	63123362880000
33,34,35	63123398880000
33,34,35	63123713580000
33,34,35	63123749580000
33,14	63123904740000
33,14	63123940740000
48,33	63123989520000
48,33	63124025520000
33	63124067100000
33	63124103100000
33,35	63124306260000
33,35	63124342260000
33,34,35	63124387860000
33,34,35	63124423860000
33,36	63124497300000
33,36	63124533300000
48,33	63124652280000
33,34,35	63124652760000
48,33	63124655160000
48,33	63124688280000
33,34,35	63124688760000
48,33	63124691160000
33,14	63124906320000
33,14	63124942320000
48,33	63125010360000
48,33	63125013000000
48,33	63125013180000
48,33	63125013780000
48,33	63125015100000
48,33	63125023680000
48,33	63125024820000
48,33	63125046360000
48,33	63125049000000
48,33	63125049180000
48,33	63125049780000
48,33	63125051100000
48,33	63125059680000
48,33	63125060820000
48,33	63125079720000
48,33	63125101560000
48,33	63125101740000
48,33	63125115720000
48,33	63125137560000
48,33	63125137740000
33,37	63125165880000
33,35	63125187360000
33,35	63125187660000
33,37	63125201880000
33,35	63125223360000
33,35	63125223660000
41,35,33	63125265180000
41,35,33	63125301180000
33	63125557200000
33	63125593200000
33,35	63126131789000
33,34,35	63126236650000
33,37	63126315720000
33,35	63126389745000
33,35	63126389753000
33,37,45	63126389928000
33,35,37	63127356886000
33,39	63128117928000
33,39	63128144285000
33,14	63128553273000
33,43,44	63129157937000
33,19	63129532588000
33,14	63130308892000
33,45	63131088632000
33,35,37	63131604836000
33,37	63131951265000
33,35	63132800664000
33,19	63132805722000
33,35	63132870852000
33,37	63134006615000
33,34,35,37,41,19	63134009600000
33,34,35,37,41,19	63134083515000
33,37	63134277721000
33,14	63135463009000
33,14	63135475602000
33,14	63135807390000
33,14	63136117065000
33,14	63136119970000
33,37	63136155191000
33,14	63136436215000
33,35	63136441085000
33,34,35,37,41,19	63136528565000
33,34	63136528762000
33,34,35	63136592073000
33,14	63137104882000
33,14	63137104941000
33,14	63137207878000
33,45	63137217107000
33,49	63137378308000
33,45	63137635417000
33,14	63137712372000
33,34,37,41,19	63137732776000
33,14	63137899491000
33,14	63137899639000
33,14	63138155380000
33,14	63138226463000
33,34,35,37,41,19	63138227266000
33,35	63138252336000
33,14	63138311331000
33,49	63138432557000
33,34,35,37,41,19	63138498595000
33,19	63138504080000
33,37	63138504453000
33,14	63138528088000
33,35	63138584791000
33,14	63138785150000
33,14	63138845752000
33,14	63138849349000
33,14	63138955619000
33,14	63139016871000
33,37	63139126838000
33,34,35,37,41,19	63139435091000
33,14	63139435899000
33,35	63139535164000
33,14	63139721765000
33,43,5	63139890110000
33,14	63139891989000
33,14	63140128501000
33,50	63140129485000
33,37	63140129541000
33,50	63140223001000
33,37	63140316938000
33,37	63140403917000
33,37	63140403926000
33,37	63140404346000
40,33	63140833178000
33,35	63140834879000
33,35	63140854470000
33,14	63141270589000
33,37	63141277055000
40,33	63141350938000
33,14	63141864838000
33,45	63141951153000
33,43	63142035386000
33,37	63142657383000
33,34,37	63142728107000
33,37	63143100360000
33,37	63143160018000
33,37	63143184608000
33,35	63143782334000
51,52	63139452799000
51,53	63142561350000
51,53	63142562842000
51,53	63142565528000
51,53	63142748685000
51,53	63143176427000
51,53	63143687584000
51	63145071487000
0,25	63096747000000
0,54	63097683540000
0,54	63097813320000
0,54	63097813380000
0,20	63100474020000
0,20	63100742700000
0,5	63151290479000
0,5	63151290522000
55,56,57,58,59	63140155260000
60,61,6	63080778720000
60,61	63080939220000
60,61,6	63081967860000
61,6	63082918500000
61,6	63083199180000
61,6	63083203500000
60,61,6	63083352900000
60,61,6	63083460360000
61,6	63084561840000
60,61	63084570600000
60,61,6	63085012440000
61,6	63085104180000
61,6	63085106700000
60,61,6	63085188900000
28,61	63085344240000
60,61	63085692180000
61,6	63085880520000
60,61	63086909580000
61,6	63087421740000
17,61	63088029360000
61,6	63088636320000
60,61	63088729500000
61,6	63089402640000
61,6	63089502300000
61,6	63089506920000
61,6	63089830500000
61,6	63089830920000
61,6	63090099000000
60,61	63090110880000
61,6	63090431340000
61,6	63090457680000
61,6	63091047240000
61,6	63091235700000
17,44,61	63091311900000
61,6	63092248260000
60,61	63092590680000
61,6	63092850780000
61,6	63093452880000
61,6	63094060560000
61,6	63094669440000
61,6	63095455440000
61,6	63096587460000
61,6	63096836820000
61,6	63097792740000
60,61,6	63097863780000
60,61,6	63097882140000
60,61,6	63098051940000
60,61,6	63098058720000
60,61,6	63098059020000
60,61,6	63098059680000
60,61,6	63098467800000
60,61,6	63098588940000
60,61,6	63098997060000
60,61,6	63098998320000
60,61,6	63099097080000
60,61,6	63099102600000
61,6	63099103440000
60,61	63099256200000
60,61	63099503760000
61,6	63099693960000
60,61,6	63099775500000
61,6	63099866340000
61,6	63099867360000
60,61	63100219860000
61,6	63100288380000
61,6	63100885620000
61,6	63100974720000
61,6	63101327460000
61,6	63101332260000
60,61,6	63101335920000
60,61,6	63101343000000
60,61,6	63101345460000
61,6	63101346900000
60,61,6	63101602980000
61,6	63101661900000
60,61,6	63101687160000
60,61,6	63101924400000
60,61	63101926560000
60,61,6	63101927760000
60,61	63102017760000
60,61	63102030300000
60,61	63102032040000
60,61	63102032820000
60,61	63102119340000
61,6	63102197760000
61,6	63102277980000
60,61,6	63102283380000
60,61,6	63102472200000
61,6	63102530460000
61,6	63102535320000
60,61,6	63102536520000
60,61	63102538920000
60,61,6	63102633300000
61,6	63102785340000
60,61	63102786480000
60,61	63102786840000
60,61,6	63102787800000
60,61	63102790740000
60,61	63102791340000
60,61	63102792420000
60,61	63102793920000
60,61	63102794520000
60,61	63102795180000
60,61	63102796500000
61,6	63102873420000
60,61,6	63103154760000
60,61	63103218180000
60,61	63103220220000
60,61	63103221840000
60,61	63103224000000
61,6	63103311180000
60,61,6	63103391820000
61,62	63103396020000
61,6	63103406760000
42,61	63103486140000
42,61	63103491360000
61,6	63103824900000
60,61,6	63103827240000
60,61,6	63103827300000
42,61	63103835160000
61,6	63103849020000
61,6	63103851480000
61,6	63103852980000
61,6	63103855440000
61,6	63103920660000
60,61,6	63103941780000
61,6	63104005260000
42,61	63104353500000
17,61	63104355960000
61,6	63104516520000
60,61,6	63104535600000
61,63	63104549700000
61,6	63104969040000
61,6	63104970480000
60,61,6	63105047520000
61,6	63105120720000
61,6	63105125340000
64,61	63105207420000
60,61,6	63105220740000
60,61,6	63105222000000
64,60,61	63105228300000
61,6	63105231000000
61	63105559320000
61,6	63105559800000
61,6	63105571200000
60,61	63105655020000
61,6	63105726300000
42,61	63105740100000
61,6	63105743100000
61,6	63105817680000
60,61,6	63105826380000
61,6	63106165980000
61,6	63106347900000
64,60,61	63106501500000
60,61	63106511940000
60,61,6	63106517160000
61,6	63106852860000
61,6	63106866600000
61,6	63106939320000
61,6	63107033100000
61,6	63107052000000
60,61	63107369580000
60,61	63107369760000
60,61	63107386200000
61,6	63107454180000
61,6	63107460480000
60,61	63107461740000
60,61	63107462700000
60,61,6	63107635740000
61,6	63107657460000
61,6	63107712900000
61,6	63107972760000
60,61,6	63108581820000
61,6	63108584160000
61,6	63108585540000
61,6	63108585720000
60,61,6	63108662460000
60,61,6	63108663660000
60,61,6	63108663900000
60,61,6	63108671760000
60,61,6	63108757260000
60,61,6	63108758340000
61,6	63108773700000
61,6	63108842460000
61,6	63109188420000
60,61,6	63109210920000
60,61	63109268160000
17,61	63109387020000
44,61,6	63109812480000
60,61,6	63109958520000
44,61	63109969320000
61,6	63109990920000
61,6	63110133000000
61,6	63111085380000
61,6	63111199260000
65,61	63111710640000
61,6	63111776220000
65,61	63111792960000
61,6	63113009340000
60,61	63113514000000
61,6	63114193740000
61,6	63114205260000
61,6	63114222540000
61,6	63114223740000
61,6	63114370080000
60,61	63114378840000
61,6	63114808200000
61,6	63114903300000
60,61	63115433760000
60,61	63115487100000
60,61	63115487880000
61,6	63116092740000
61,6	63116187120000
60,61	63116543340000
60,61	63116546640000
60,61	63116548140000
60,61	63116549100000
60,61	63116555280000
60,61,6	63117130740000
60,61,6	63117216180000
61,60,13,6	63117319620000
61,6	63117320400000
60,61,6	63117656700000
61,6	63117661020000
44,61	63118602780000
61,6	63119123700000
61,6	63119127060000
60,61,6	63120703020000
60,61,6	63120742620000
61,6	63120772140000
61,6	63120811740000
60,61	63121285020000
60,61	63121285980000
60,61	63121324620000
60,61	63121325580000
17,44,61	63122253480000
17,44,61	63122289480000
60,61,6	63122499660000
61,6	63122513280000
60,61,6	63122535660000
61,6	63122549280000
61,6	63137286882000
61,6	63137366836000
61,6	63137724585000
61,5,6	63137730853000
61,6	63138919476000
61,6	63140139934000
61,6	63140400478000
61,6	63140673209000
61,6	63140919615000
61,6	63140920457000
61,6	63140925214000
61,6	63140940080000
61,6	63141442678000
66,61	63141621032000
61,63	63141621448000
61,6	63141886943000
61,6	63142474451000
66,61	63142639750000
61,6	63144289319000
61,6	63144462131000
66,61	63145773824000
61,6	63146098385000
61,6	63146971154000
61,6	63146975277000
61,6	63147915889000
61,6	63148623733000
61,6	63148624305000
61,6	63148624542000
61,6	63148624668000
67,68,69,70	63141267992000
67,69	63141275312000
67,71	63145773917000
72,67	63146119482000
73,67,71	63148180705000
27,36	63081041160000
64,37,7,74,75,76,60,27,28,61	63081132900000
27,36,14	63081396240000
27,36,14	63081455460000
27,77	63082249620000
74,13,78,79,27,61	63082251720000
40,27	63082950540000
3,27	63084420180000
27,75,60	63084588420000
27,39	63085199460000
27,39	63087521520000
18,27,39	63088734300000
80,27	63088735860000
27,14	63091160460000
40,27	63093467220000
18,27,14	63093569400000
18,27	63093576060000
18,27,14	63094441860000
18,27	63095647140000
81,27	63095896500000
40,27	63095909340000
18,27,14	63095913840000
18,27	63096170160000
82,27	63097812060000
18,27,14	63097902420000
18,27	63098078340000
18,27,14	63098504580000
27,36	63098679900000
18,27,14	63100231380000
64,74,75,76,77,79,83,27,60,63	63101517000000
27,36	63101687100000
64,74,75,76,77,79,83,27,60,63	63102305400000
18,27	63102533100000
40,27	63102717960000
82,27	63102908880000
18,27,14	63103140420000
18,27,14	63103142520000
18,27,14	63104456100000
74,27	63104547300000
18,27,14	63105763920000
74,27	63106281300000
74,27	63106972260000
18,27,14	63107580000000
81,27	63107589720000
74,27	63107593200000
18,27,14	63108343800000
74,27	63109202040000
27,21	63109216980000
40,18,27,14	63110422740000
27,30	63110423100000
27,38	63111004740000
40,27	63111015480000
27,14	63111026040000
40,18,27	63111029460000
40,18,27,14	63111120960000
40,27	63111897780000
74,27	63112215600000
40,18,27,14	63112589700000
36,39,14,80,81,18,82,27	63112908120000
27,74,75	63112909680000
74,27	63113680260000
40,18,27,14	63114112500000
27,38	63114370020000
40,27	63114833280000
40,18,27,14	63115022040000
40,27	63115851840000
27,31	63116127060000
27	63116127180000
27,39	63116705340000
18,27,14	63116817060000
74,27	63116817540000
27,64,75	63116818020000
40,18,27,14	63117172260000
27,39	63119133060000
40,27	63119841600000
40,27,14	63119844840000
74,27	63119846160000
40,27	63121642680000
40,27	63121649640000
40,27	63121682280000
40,27	63121689240000
81,27	63121976880000
81,27	63122012880000
74,27	63122032380000
40,27	63122094480000
40,27	63122130480000
74,27	63122521140000
74,27	63122521980000
74,27	63122557140000
74,27	63122557980000
40,27	63122667420000
40,27	63122669100000
27,19	63122695920000
40,27	63122703420000
40,27	63122705100000
27,19	63122731920000
74,27	63123265200000
40,27	63123293520000
74,27	63123301200000
40,27	63123329520000
40,27	63123455640000
40,27	63123491640000
40,27	63123722880000
80,27	63123732480000
40,27	63123758880000
27,19	63123819817000
27,19	63126167935000
18,27,14	63127366666000
40,27	63137147742000
40,27	63137200751000
40,27	63137207761000
18,27	63137638220000
80,27	63137750630000
32,39,40,14,80,18,82,84,85,27	63137995406000
27,84	63137996499000
4,9,13,14,19,27,33,34,35,37,40,41,43,44,45,50,51,52,53,61,62,66,67,68,69,70,73,75,86,87,88,89,90,91,92,93	63137999037000
27,63	63138418496000
80,27	63139799670000
40,80,27,14	63139822521000
27,75	63139822796000
27	63140151100000
27,39	63141028472000
27,39	63141194843000
27	63141359185000
40,27	63141869400000
40,27	63141911591000
40,27	63144487515000
72,27	63144551781000
40,27,14	63144559759000
40,27	63145673771000
27,39	63145674398000
40,27	63145689492000
40,27	63145698752000
40,27	63145702624000
40,27	63145783842000
40,27	63145787051000
40,27	63145841004000
40,27,14	63145928822000
40,27	63146395126000
27,14	63146532199000
27,14	63146714871000
27,14	63146809006000
43,47	63102204300000
36,47	63102797340000
36,47	63114136980000
40,47	63117308940000
18,47	63117309180000
34,47	63117314580000
90,47	63122752320000
36,47	63123121020000
36,47	63123194820000
36,47	63123230820000
80,14	63104688480000
80,18	63106501920000
80	63111626760000
80	63111628140000
80	63111630660000
80,14	63111796500000
80,14	63113005080000
80,18	63113176140000
80,18	63113179440000
80	63114996600000
80,18	63115403400000
80,18	63116530680000
80,18	63116573880000
80,18	63117834600000
80,18	63117877800000
80,21,94	63119250822000
80,39	63120712860000
80,18	63122767510000
80,27	63123746133000
80,14,39	63125559111000
80,18	63126170057000
80,82	63126318052000
80,14	63126915320000
80,39	63131329294000
80	63131587595000
80,14	63131752317000
80,18	63133142030000
80,14	63137729645000
80,27	63137983041000
80,84	63140076779000
80	63140249719000
80	63140323981000
80,39	63141281362000
80,39	63141631591000
40,80	63145411807000
80,19	63145669241000
40,80	63145843919000
40,80	63147051774000
88	63103539180000
88	63104374140000
88,69	63112319760000
88	63118431840000
88	63118886820000
88,67	63119044140000
88	63120857340000
88,67	63123817500000
88,67	63123853500000
88,67	63125195940000
88,67	63125231940000
88,95	63132258060000
88,95	63132258420000
88,95	63132372600000
88	63142735909000
88	63142742989000
96,68,46,52,89	63100743720000
73,89	63102196500000
73,89	63104019540000
73,89	63146365286000
89,93	63148185866000
97,98	63080784000000
98,99	63083270940000
24,98	63083543760000
98	63093164880000
24,98	63096225180000
98	63096926040000
72,98,31	63109810200000
97,98	63111632700000
97,98	63111656160000
98	63111656640000
98	63111719820000
72,98	63111743760000
72,98	63111799200000
97,98	63111909780000
72,98,31	63111977340000
24,98	63112323780000
24,98	63125824140000
40,98,14	63140941849000
98,27	63142596417000
98,27	63142753959000
98,27	63142753987000
100,94	63137116667000
100,94	63137118123000
100,94	63137138787000
101,102,103,104,94	63137656976000
105,94	63137918349000
106,94	63138246366000
32,94	63138315390000
99,94	63138393467000
32,94	63138406730000
99,94	63138430150000
99,94	63138488253000
99,94	63139031003000
100,94	63139033583000
105,94	63139547999000
107,94	63139709128000
99,94	63139709669000
104,99,108,94	63140078337000
107,94,103	63142038021000
107,94	63142059024000
107,94	63142424240000
94,102	63142654558000
105,94	63142731945000
94	63142734669000
99,94	63142853655000
107,94	63142921698000
94,103	63143075299000
107,94	63143075848000
99,94	63143185414000
107,32,99,94	63143425940000
101,94	63143855557000
94,103	63143860773000
94	63144713335000
105,94	63146709651000
105,94	63146880768000
105,94	63146891152000
107,94	63149143310000
107,94,103	63149225331000
32,107,94	63149408455000
107,94	63150077506000
105,94	63151801149000
104,94	63152506708000
94,95	63152519948000
105,94	63152521500000
109,110	63122120160000
109,110	63122120580000
109,110	63122123880000
0,110,54,111	63123432600000
109,110	63124628820000
112,109,110	63133702600000
112,109,110	63133852781000
109,110	63134895017000
0,110,111	63137842115000
113,110	63138594300000
112,110	63140947667000
109,110	63143199886000
109,110	63147072476000
62	63103998540000
62	63107639940000
5,6,9,11,43,90,61,62	63134626182000
50,62	63134696927000
62,71	63134705143000
61,62	63135465246000
61,62	63135986876000
5,6,9,11,43,90,61,62	63136079824000
5,6,9,11,43,90,61,62	63136696348000
5,6,9,11,43,90,61,62	63137904233000
62	63137977137000
5,6,9,11,43,90,61,62	63138510573000
62	63139108030000
114,62	63140163092000
62	63140411465000
20,22,23	63076788480000
20,22	63102133320000
20,22	63102285000000
20,22	63103227900000
20,22,23	63103228080000
25,20,22	63103228260000
25,20,22	63103228380000
20,21	63103235760000
20,21,22,23,25	63103246860000
20,22	63103247880000
25,20	63103248780000
20,22	63103252140000
20,22	63103258200000
25,20,22	63103315500000
20,22	63103317420000
25,20	63103325100000
0,25,20,22	63103413480000
20,22	63103414020000
20,21,22,23	63103425300000
20,22	63103432680000
25,20,22	63103439220000
20,22	63103440660000
20,21	63103487400000
20,21,22,23	63103497720000
20,21	63103498200000
20,22	63103498860000
20,21,22,23,25	63103499760000
20,21,22,23	63103502520000
20,21	63103505220000
28,20	63103509540000
20,21,22,23	63103515240000
25,20	63103845900000
20,22	63103846020000
25,20	63103855800000
25,20,22	63103860600000
100,20	63103861800000
100,20	63103917360000
25,20,22,23	63103933140000
20,95	63103936860000
0,115,20,22,23,25	63103948560000
20,21,22,23	63103958580000
0,20,22,23,25	63104027220000
20,22,23	63104096760000
25,20,22,23	63104101380000
25,20	63104101620000
20,22	63104298300000
20,21,22,23,25	63104482200000
20,22	63104482560000
20,22,23	63104527380000
20,22	63104532480000
20,21	63104541720000
20,21,22,23,25	63104552520000
0,20,22,23,25	63104567760000
20,22	63104612040000
20,22	63104612760000
25,20	63104627220000
25,20,22	63104627460000
20,22	63104637540000
20,21	63104698740000
25,20,22	63104707140000
20,23	63104722260000
20,23	63104723220000
20,22	63104729100000
20,22	63104962260000
20,22	63104962320000
20,22	63104962500000
20,22	63105121800000
20,22,23	63105225300000
20,22,23	63105313200000
20,22,23	63105338640000
20	63105484020000
20,22	63105560760000
20,22	63105572940000
20,22	63105580200000
28,20	63105584580000
20,22,23	63105660360000
28,20	63105821880000
20,22,23	63105828480000
20,22	63105832140000
20,22	63105832320000
28,20	63105852900000
28,20	63105903720000
25,20	63105904860000
20,22	63105905640000
20,22	63105912780000
24,20	63105932640000
20,22,23,24,25	63105933960000
20,22	63106187220000
20,23	63106194960000
20,22,23	63106195380000
20,23	63106333440000
20,22,23	63106335900000
20,22	63106387320000
20,22	63106433640000
28,20	63106436820000
28,20	63106437360000
20,22	63106448100000
20,22	63106459500000
20,22	63106509300000
20,22	63106509420000
24,20	63106510320000
20,22	63106516740000
20,22	63106517520000
20,22	63106517940000
20,23	63106526760000
20,22,23	63106528260000
20,22	63106531320000
20,23	63106596900000
20,22	63106597740000
20,21	63106731300000
20,22	63106772040000
24,20,22	63106772220000
24,20	63106783080000
20,22,23	63106783740000
20,22	63106791840000
20,22	63106792560000
20,22	63106799820000
20,22	63106865760000
20,22	63106869960000
20,22	63106870560000
20	63106879800000
20,22,23	63106881240000
20,23	63106884120000
20,22	63106885020000
20,22,23	63106952520000
20,23	63106957500000
20,22,23	63106959240000
20,21	63106967400000
20,22	63106971720000
20,22	63106973400000
20,22	63106974600000
25,20	63107026860000
20,22	63107029920000
25,20,22,23	63107038320000
25,20,22,23	63107039700000
28,20	63107046120000
24,25,20,22	63107046420000
20,21	63107119260000
25,20	63107120160000
25,20	63107121480000
20,22,23	63107131620000
20,22	63107140620000
20,22,23	63107143860000
20,21	63107374740000
20	63107390580000
0,20,22,23,25	63107409240000
25,20,22,23	63107461680000
25,20	63107581200000
20	63107633700000
25,20,22	63107648160000
25,20	63107654280000
25,20	63107662080000
20,22,23,24,25	63107722560000
20,23	63107731260000
0,25,20,22	63107731560000
0,25,20,23	63107739240000
20,108,28	63108075120000
20,22	63108076800000
24,20	63108079620000
25,20	63108080160000
97,20,22,25	63108092460000
20,22	63108158220000
25,20	63108159600000
25,20	63108232140000
28,20	63108237060000
20,22	63108328800000
20,22	63108443520000
20,22,23	63108444180000
20,22	63108674880000
20,23	63108694800000
20,22,23	63108760500000
25,20,22,23	63108767820000
20,22	63108773520000
20,22	63108774000000
4,20	63108792420000
25,20,22,23	63108945900000
25,20,22	63109040700000
25,20,22	63109040760000
25,20,22	63109041540000
20,22	63109041780000
25,20,22	63109195680000
25,20,22	63109198560000
25,20,22,23	63109200660000
25,20	63109211100000
25,20,22	63109220820000
20,21	63109276440000
20,21,22	63109278060000
20,21	63109286340000
20,22,23	63109288500000
20,21	63109288740000
20,21	63109293960000
25,20,22	63109304460000
25,20	63109304760000
24,20,22	63109364640000
20,21	63109386420000
28,20	63109454700000
20,94	63109458180000
28,20	63109467480000
25,20,22,23	63109482660000
20	63109542060000
25,20,22,23	63109544580000
20,21	63109793760000
20,22	63109794180000
0,20,22,23,25	63109880460000
25,20	63109881660000
20,23	63109961340000
25,20,22,23	63109962060000
0,25,20	63109964940000
20,22,23	63109967280000
24,25,20,22	63109967820000
4,20	63109969320000
20,22,23	63109999860000
20,22,23	63110000700000
25,20,22	63110058180000
25,20,22	63110062800000
20,22	63110082840000
20,22	63110086440000
20,22	63110141940000
24,25,20,22	63110153160000
20,22,23	63110154960000
20,22	63110397720000
25,20,22,23	63110406060000
0,25,20,22	63110418960000
20,23	63110423280000
20,23	63110425560000
0,20,22,23,25	63110429820000
25,20	63110507580000
25,20	63110509020000
20,23	63110569920000
20,22,23	63110569980000
20,23	63110570040000
20,22	63110571120000
25,20,23	63110592000000
20,22	63110595300000
28,20	63110600880000
20,22,23	63111099540000
20,23	63111100260000
20,23	63111100440000
25,20,22	63111101400000
0,20,22,23,25	63111101760000
25,20,22,23	63111178740000
0,25,20	63111179160000
25,20,22,23	63111189360000
20,21,22,23	63111266340000
25,20,22,23	63111268140000
25,20,23	63111273900000
20,22,23	63111278460000
20,23	63111278880000
20,23	63111279180000
20,23	63111291000000
25,20,22,23	63111291360000
20	63111295860000
0,20,22,23,25	63111375060000
20,22,23	63111382500000
0,20	63111383280000
0,20	63111608700000
20,22,23	63111626460000
20,22,23	63111639420000
0,20,22	63111874380000
